,name,gearbox,fuel,mfd_date,mileage,power,price
273,"Volkswagen Passat, 2.0 l., universalas",Automatinė,Dyzelinas,2010-04,326230,103,3500
274,"Volkswagen Passat, 2.0 l., universalas",Mechaninė,Dyzelinas,2008-07,280000,103,3450
275,"Volkswagen Passat, 1.6 l., sedanas",Mechaninė,Benzinas,2006-12,211000,85,3100
276,"Volkswagen Passat, 1.4 l., sedanas",Automatinė,Benzinas / elektra,2018,85000,160,23900
277,"Volkswagen Passat, 1.6 l., sedanas",Mechaninė,Dyzelinas,2012-11,253000,77,4199
278,"Volkswagen Passat, 1.5 l., sedanas",Automatinė,Benzinas,2020,15,110,26900
279,"Volkswagen Passat, 1.9 l., universalas",Mechaninė,Dyzelinas,2003-07,273000,96,1600
280,"Volkswagen Passat, 2.0 l., universalas",Automatinė,Dyzelinas,2015-09,126140,176,12500
281,"Volkswagen Passat, 2.0 l., sedanas",Mechaninė,Dyzelinas,2006-06,283000,103,2400
282,"Volkswagen Passat, 2.0 l., universalas",Automatinė,Dyzelinas,2017-05,195000,110,13700
283,"Volkswagen Passat, 2.0 l., universalas",Mechaninė,Dyzelinas,2017-02,100000,110,16500
284,"Volkswagen Passat, 1.6 l., sedanas",Mechaninė,Benzinas,2005-07,120000,85,3550
285,"Volkswagen Passat, 1.6 l., universalas",Automatinė,Dyzelinas,2016-06,180000,88,10990
286,"Volkswagen Passat, 1.9 l., universalas",Mechaninė,Dyzelinas,2002-09,360000,74,750
287,"Volkswagen Passat, 1.4 l., universalas",Automatinė,Benzinas,2015-12,165870,110,16550
288,"Volkswagen Passat, 1.6 l., universalas",Automatinė,Dyzelinas,2015-11,150000,88,9000
289,"Volkswagen Passat, 2.0 l., universalas",Mechaninė,Dyzelinas,2005-06,375000,103,2300
290,"Volkswagen Passat, 2.0 l., universalas",Mechaninė,Benzinas,2007-10,192950,147,4150
291,"Volkswagen Passat, 2.0 l., universalas",Automatinė,Dyzelinas,2009-10,259000,103,3850
292,"Volkswagen Passat, 2.0 l., universalas",Mechaninė,Dyzelinas,2006,293000,103,2600
293,"Volkswagen Passat, 2.0 l., universalas",Automatinė,Dyzelinas,2016-03,247000,110,12700
294,"Volkswagen Passat, 2.0 l., universalas",Mechaninė,Dyzelinas,2007-12,262000,103,3050
295,"Volkswagen Passat, 2.0 l., universalas",Mechaninė,Dyzelinas,2007-07,288000,103,2999
296,"Volkswagen Passat, 1.6 l., sedanas",Mechaninė,Dyzelinas,2018-01,204100,88,12600
297,"Volkswagen Passat, 1.6 l., universalas",Mechaninė,Dyzelinas,2017-02,175000,88,9900
298,"Volkswagen Passat, 2.0 l., sedanas",Mechaninė,Dyzelinas,2005-06,240000,103,3150
299,"Volkswagen Passat, 2.0 l., sedanas",Mechaninė,Dyzelinas,2006-12,217000,103,2700
300,"Volkswagen Passat, 2.0 l., universalas",Automatinė,Dyzelinas,2007-09,365000,103,2600
301,"Volkswagen Passat, 2.0 l., universalas",Automatinė,Dyzelinas,2014-08,132495,103,9900
302,"Volkswagen Passat, 1.9 l., universalas",Automatinė,Dyzelinas,2000-05,202787,85,250
303,"Volkswagen Passat, 2.0 l., universalas",Mechaninė,Dyzelinas,2006-10,262478,125,3100
304,"Volkswagen Passat, 2.0 l., universalas",Automatinė,Dyzelinas,2015-06,209523,110,10250
305,"Volkswagen Passat, 2.0 l., sedanas",Automatinė,Dyzelinas,2011-09,141500,103,6390
306,"Volkswagen Passat, 1.9 l., universalas",Mechaninė,Dyzelinas,2000-05,423000,85,850
307,"Volkswagen Passat, 2.0 l., universalas",Mechaninė,Dyzelinas,2015-11,190000,110,10000
308,"Volkswagen Passat, 1.4 l., universalas",Mechaninė,Benzinas,2015-05,115400,110,13100
309,"Volkswagen Passat, 1.6 l., sedanas",Automatinė,Dyzelinas,2018-03,90000,88,15099
310,"Volkswagen Passat, 2.0 l., universalas",Mechaninė,Dyzelinas,2007-10,328600,103,2400
311,"Volkswagen Passat, 1.4 l., sedanas",Automatinė,Benzinas,2015-11,63000,110,14200
312,"Volkswagen Passat, 2.0 l., universalas",Mechaninė,Dyzelinas,2015-11,198000,110,9000
313,"Volkswagen Passat, 2.0 l., universalas",Mechaninė,Dyzelinas,2009-09,210325,103,4000
314,"Volkswagen Passat, 1.9 l., sedanas",Mechaninė,Dyzelinas,1997,395000,90,1100
315,"Volkswagen Passat, 1.6 l., sedanas",Automatinė,Dyzelinas,2015-11,123612,88,9900
316,"Volkswagen Passat, 2.0 l., universalas",Mechaninė,Dyzelinas,2014-02,269000,103,8000
317,"Volkswagen Passat, 1.9 l., universalas",Mechaninė,Dyzelinas,2008-10,257000,77,3100
318,"Volkswagen Passat, 1.9 l., sedanas",Mechaninė,Dyzelinas,1997-10,292452,66,1100
319,"Volkswagen Passat, 1.9 l., universalas",Mechaninė,Dyzelinas,2004,285000,96,1800
320,"Volkswagen Passat, 1.4 l., universalas",Automatinė,Benzinas,2012-10,180000,110,6200
321,"Volkswagen Passat, 1.9 l., universalas",Mechaninė,Dyzelinas,2006-02,217150,77,2800
322,"Volkswagen Passat, 2.0 l., sedanas",Mechaninė,Dyzelinas,2011-10,233000,103,6400
323,"Volkswagen Passat, 2.0 l., universalas",Automatinė,Dyzelinas,2013-12,218000,103,6500
324,"Volkswagen Passat, 2.0 l., universalas",Automatinė,Dyzelinas,2007-06,195000,103,3190
325,"Volkswagen Passat, 2.0 l., universalas",Mechaninė,Dyzelinas,2017-04,190000,110,9790
326,"Volkswagen Passat, 1.8 l., universalas",Mechaninė,Benzinas,2001-12,310000,110,1500
327,"Volkswagen Passat, 2.0 l., universalas",Automatinė,Dyzelinas,2006-02,298000,103,2300
328,"Volkswagen Passat, 2.0 l., universalas",Automatinė,Dyzelinas,2011-10,290000,125,6500
329,"Volkswagen Passat, 2.0 l., universalas",Mechaninė,Dyzelinas,2007-12,200000,103,2900
330,"Volkswagen Passat, 2.0 l., universalas",Mechaninė,Dyzelinas,2014-08,280700,103,5650
331,"Volkswagen Passat, 2.0 l., universalas",Mechaninė,Dyzelinas,2005-06,288000,100,1599
332,"Volkswagen Passat, 1.9 l., sedanas",Mechaninė,Dyzelinas,2008-10,184000,77,3300
333,"Volkswagen Passat, 2.0 l., sedanas",Mechaninė,Dyzelinas,2006,273000,103,2499
334,"Volkswagen Passat, 2.0 l., universalas",Automatinė,Dyzelinas,2007-09,2560000,103,3250
335,"Volkswagen Passat, 1.9 l., universalas",Mechaninė,Dyzelinas,2007-03,240000,77,3900
336,"Volkswagen Passat, 2.0 l., universalas",Mechaninė,Dyzelinas,2005-11,267500,103,1999
337,"Volkswagen Passat, 2.0 l., universalas",Mechaninė,Dyzelinas,2011-10,158500,103,6556
338,"Volkswagen Passat, 2.0 l., universalas",Automatinė,Dyzelinas,2008,173000,103,3990
339,"Volkswagen Passat, 2.5 l., sedanas",Automatinė,Benzinas,2012-05,201000,125,6900
340,"Volkswagen Passat, 2.0 l., sedanas",Automatinė,Dyzelinas,2012-02,264790,103,7800
341,"Volkswagen Passat, 2.0 l., sedanas",Mechaninė,Dyzelinas,2011-04,258010,103,6800
342,"Volkswagen Passat, 2.0 l., sedanas",Mechaninė,Dyzelinas,2011-02,266171,103,6800
343,"Volkswagen Passat, 1.8 l., sedanas",Mechaninė,Benzinas / dujos,1998-05,330000,92,550
344,"Volkswagen Passat, 1.6 l., universalas",Automatinė,Dyzelinas,2015-04,203084,88,10400
345,"Volkswagen Passat, 1.6 l., universalas",Automatinė,Dyzelinas,2016-05,183000,88,11500
346,"Volkswagen Passat, 2.0 l., universalas",Automatinė,Dyzelinas,2011-01,309500,103,6900
347,"Volkswagen Passat, 2.0 l., sedanas",Mechaninė,Dyzelinas,2007-11,256000,103,2850
348,"Volkswagen Passat, 1.4 l., sedanas",Mechaninė,Benzinas,2011-11,165000,90,5650
349,"Volkswagen Passat, 2.0 l., universalas",Mechaninė,Dyzelinas,2008-07,300000,103,3000
350,"Volkswagen Passat, 2.0 l., universalas",Automatinė,Dyzelinas,2011-10,254000,103,6599
351,"Volkswagen Passat, 1.9 l., sedanas",Mechaninė,Dyzelinas,2008-09,212645,77,3800
352,"Volkswagen Passat, 2.0 l., universalas",Automatinė,Dyzelinas,2007,404000,103,2100
353,"Volkswagen Passat, 1.9 l., universalas",Mechaninė,Dyzelinas,2000,284000,66,1350
354,"Volkswagen Passat, 2.0 l., universalas",Automatinė,Dyzelinas,2008,216325,125,3150
355,"Volkswagen Passat, 2.0 l., sedanas",Mechaninė,Dyzelinas,2013-06,173000,103,6300
356,"Volkswagen Passat, 2.0 l., sedanas",Mechaninė,Benzinas,2005-03,210000,110,1899
357,"Volkswagen Passat, 2.0 l., universalas",Automatinė,Dyzelinas,2006-11,250000,125,3600
358,"Volkswagen Passat, 1.4 l., universalas",Mechaninė,Benzinas / dujos,2009-07,183453,110,3899
359,"Volkswagen Passat, 1.6 l., universalas",Automatinė,Dyzelinas,2016-04,228600,88,13500
360,"Volkswagen Passat, 2.0 l., universalas",Mechaninė,Dyzelinas,2005-08,248799,103,2650
361,"Volkswagen Passat, 2.0 l., sedanas",Automatinė,Dyzelinas,2007-10,250000,103,4100
362,"Volkswagen Passat, 1.9 l., sedanas",Mechaninė,Dyzelinas,2000,263848,85,1250
363,"Volkswagen Passat, 2.0 l., universalas",Mechaninė,Dyzelinas,2008,392754,103,3089
364,"Volkswagen Passat, 1.9 l., universalas",Mechaninė,Dyzelinas,1998,291000,81,599
365,"Volkswagen Passat, 2.0 l., universalas",Mechaninė,Dyzelinas,2010,260000,103,4500
366,"Volkswagen Passat, 1.9 l., universalas",Mechaninė,Dyzelinas,2006-12,210000,77,3000
367,"Volkswagen Passat, 2.0 l., universalas",Automatinė,Dyzelinas,2007-11,228000,103,3200
368,"Volkswagen Passat, 2.0 l., universalas",Automatinė,Dyzelinas,2017-06,197000,110,11000
369,"Volkswagen Passat, 1.6 l., universalas",Mechaninė,Dyzelinas,2010-05,253253,77,3950
370,"Volkswagen Passat, 1.8 l., universalas",Mechaninė,Benzinas,1996,215000,75,800
371,"Volkswagen Passat, 2.0 l., universalas",Mechaninė,Dyzelinas,2009-04,266000,125,3700
372,"Volkswagen Passat, 1.9 l., universalas",Mechaninė,Dyzelinas,2001,300000,96,1400
373,"Volkswagen Passat, 1.8 l., universalas",Mechaninė,Benzinas,2008-12,188200,118,3550
374,"Volkswagen Passat, 2.0 l., universalas",Automatinė,Dyzelinas,2015-10,126300,110,14700
375,"Volkswagen Passat, 1.6 l., sedanas",Automatinė,Dyzelinas,2018-07,72535,88,14500
376,"Volkswagen Passat, 2.0 l., universalas",Automatinė,Dyzelinas,2006-09,280000,103,3450
377,"Volkswagen Passat, 1.8 l., universalas",Mechaninė,Benzinas / dujos,1990,254000,66,850
378,"Volkswagen Passat, 1.6 l., universalas",Mechaninė,Dyzelinas,2010-09,236000,77,4000
379,"Volkswagen Passat, 1.9 l., universalas",Automatinė,Dyzelinas,2003-02,282523,96,1210
380,"Volkswagen Passat, 2.0 l., sedanas",Mechaninė,Dyzelinas,2011-09,248572,103,7100
381,"Volkswagen Passat, 1.6 l., sedanas",Mechaninė,Benzinas,2001-01,197000,75,1200
382,"Volkswagen Passat, 1.9 l., sedanas",Mechaninė,Dyzelinas,2001-06,330000,74,1500
383,"Volkswagen Passat, 1.5 l., universalas",Automatinė,Benzinas,2018-12,36000,110,29900
384,"Volkswagen Passat, 1.6 l., universalas",Mechaninė,Dyzelinas,2015-02,190000,88,7990
385,"Volkswagen Passat, 1.6 l., sedanas",Mechaninė,Benzinas,1998-12,232000,74,850
386,"Volkswagen Passat, 2.0 l., sedanas",Mechaninė,Benzinas,2003-07,199365,96,1400
387,"Volkswagen Passat, 2.0 l., universalas",Mechaninė,Dyzelinas,2007-12,249000,103,3299
388,"Volkswagen Passat, 1.9 l., sedanas",Mechaninė,Dyzelinas,2003-12,295000,96,1450
389,"Volkswagen Passat, 1.4 l., sedanas",Automatinė,Benzinas,2018-04,58000,92,14900
390,"Volkswagen Passat, 2.0 l., universalas",Mechaninė,Dyzelinas,2007-11,231000,125,3200
391,"Volkswagen Passat, 1.6 l., universalas",Mechaninė,Benzinas,2007-10,215507,75,3900
392,"Volkswagen Passat, 1.9 l., sedanas",Mechaninė,Dyzelinas,1997-04,260000,81,1500
393,"Volkswagen Passat, 2.0 l., sedanas",Mechaninė,Benzinas,2001-08,183975,85,1950
394,"Volkswagen Passat, 1.8 l., universalas",Automatinė,Benzinas,2010-04,237329,118,5000
395,"Volkswagen Passat, 2.3 l., universalas",Automatinė,Benzinas,2002-04,252000,125,1099
396,"Volkswagen Passat, 2.0 l., universalas",Automatinė,Dyzelinas,2016-12,190500,110,9400
397,"Volkswagen Passat, 2.0 l., universalas",Automatinė,Dyzelinas,2016-11,160700,110,12300
398,"Volkswagen Passat, 1.6 l., universalas",Mechaninė,Dyzelinas,2017-05,123460,88,11500
399,"Volkswagen Passat, 2.0 l., sedanas",Automatinė,Dyzelinas,2008-04,256000,125,3900
400,"Volkswagen Passat, 2.0 l., universalas",Automatinė,Benzinas,2001-10,257400,85,1600
401,"Volkswagen Passat, 2.0 l., universalas",Automatinė,Benzinas,2006,320000,110,2000
402,"Volkswagen Passat, 0.2 l., universalas",Automatinė,Dyzelinas,2010-05,221200,103,3900
403,"Volkswagen Passat, 1.9 l., universalas",Mechaninė,Dyzelinas,1998,369500,66,1250
404,"Volkswagen Passat, 1.9 l., universalas",Mechaninė,Dyzelinas,2008,212000,77,2899
405,"Volkswagen Passat, 2.0 l., universalas",Mechaninė,Dyzelinas,2007-10,280000,103,2899
406,"Volkswagen Passat, 2.0 l., universalas",Mechaninė,Dyzelinas,2007-06,228500,103,3250
407,"Volkswagen Passat, 2.0 l., universalas",Mechaninė,Dyzelinas,2006,280000,103,1850
408,"Volkswagen Passat, 2.0 l., sedanas",Automatinė,Dyzelinas,2007-08,255000,103,3650
409,"Volkswagen Passat, 2.0 l., universalas",Mechaninė,Dyzelinas,2007-06,237000,103,3499
410,"Volkswagen Passat, 2.0 l., universalas",Mechaninė,Dyzelinas,2007-04,268000,103,2750
411,"Volkswagen Passat, 2.0 l., universalas",Automatinė,Dyzelinas,2011-03,224980,103,7500
412,"Volkswagen Passat, 2.0 l., universalas",Mechaninė,Dyzelinas,2011-07,282077,103,6650
413,"Volkswagen Passat, universalas",Mechaninė,Dyzelinas,2002,278000,74,1200
414,"Volkswagen Passat, 2.0 l., universalas",Automatinė,Dyzelinas,2011-11,283000,103,5900
415,"Volkswagen Passat, 1.9 l., universalas",Mechaninė,Dyzelinas,2006-02,309000,77,2350
416,"Volkswagen Passat, 1.9 l., sedanas",Mechaninė,Dyzelinas,2000-04,278700,85,1100
417,"Volkswagen Passat, 2.0 l., universalas",Mechaninė,Dyzelinas,2011-05,271400,103,8600
418,"Volkswagen Passat, 2.0 l., universalas",Mechaninė,Dyzelinas,2006-11,300000,103,2600
419,"Volkswagen Passat, 1.9 l., sedanas",Mechaninė,Dyzelinas,2002,315000,74,1700
420,"Volkswagen Passat, 1.9 l., universalas",Mechaninė,Dyzelinas,2006-10,243100,77,2750
421,"Volkswagen Passat, 2.0 l., sedanas",Automatinė,Benzinas,2018-02,11300,130,14900
422,"Volkswagen Passat, 1.4 l., sedanas",Automatinė,Benzinas,2017,119157,92,10400
423,"Volkswagen Passat, 1.4 l., sedanas",Automatinė,Benzinas,2017,139872,92,10400
424,"Volkswagen Passat, 2.0 l., universalas",Mechaninė,Dyzelinas,2008-12,350300,103,2499
425,"Volkswagen Passat, 2.0 l., universalas",Mechaninė,Dyzelinas,2012-11,280000,105,5800
426,"Volkswagen Passat, 2.0 l., universalas",Automatinė,Dyzelinas,2007-02,363800,103,1900
427,"Volkswagen Passat, 2.0 l., sedanas",Automatinė,Dyzelinas,2015-12,73000,110,14900
428,"Volkswagen Passat, 2.0 l., universalas",Automatinė,Dyzelinas,2008-08,250000,103,3750
429,"Volkswagen Passat, 2.0 l., universalas",Mechaninė,Dyzelinas,2008-09,320000,103,2600
430,"Volkswagen Passat, 2.0 l., universalas",Automatinė,Dyzelinas,2006-04,262000,125,3450
431,"Volkswagen Passat, 2.0 l., universalas",Mechaninė,Dyzelinas,2006-05,270000,103,3200
432,"Volkswagen Passat, 2.0 l., sedanas",Automatinė,Dyzelinas,2013-12,132150,103,8900
433,"Volkswagen Passat, 2.0 l., universalas",Automatinė,Dyzelinas,2016-12,166095,140,18900
434,"Volkswagen Passat, 1.9 l., universalas",Mechaninė,Dyzelinas,1995-12,300000,66,820
435,"Volkswagen Passat, 1.6 l., universalas",Mechaninė,Dyzelinas,2016-06,200000,88,8500
436,"Volkswagen Passat, 1.6 l., universalas",Mechaninė,Dyzelinas,2010-02,258000,77,3400
437,"Volkswagen Passat, 2.5 l., universalas",Automatinė,Dyzelinas,2003-11,339000,132,1299
438,"Volkswagen Passat, 2.0 l., sedanas",Automatinė,Dyzelinas,2005-02,316000,103,1999
439,"Volkswagen Passat, 2.0 l., universalas",Automatinė,Dyzelinas,2015-06,73450,110,17300
440,"Volkswagen Passat, 1.9 l., universalas",Mechaninė,Dyzelinas,1999-08,300000,81,600
441,"Volkswagen Passat, 2.0 l., universalas",Automatinė,Dyzelinas,2016-11,164580,110,17800
442,"Volkswagen Passat, 2.0 l., sedanas",Mechaninė,Dyzelinas,2008-02,211902,103,3350
443,"Volkswagen Passat, 1.6 l., universalas",Mechaninė,Benzinas,2003-12,210315,75,1499
444,"Volkswagen Passat, 2.0 l., universalas",Automatinė,Dyzelinas,2007-08,340000,125,2920
445,"Volkswagen Passat, 2.0 l., sedanas",Mechaninė,Dyzelinas,2005-12,240000,96,3300
446,"Volkswagen Passat, 2.0 l., sedanas",Mechaninė,Dyzelinas,2015-11,109000,110,15100
447,"Volkswagen Passat, 2.0 l., universalas",Mechaninė,Dyzelinas,2006-12,218000,103,2750
448,"Volkswagen Passat, 2.0 l., sedanas",Automatinė,Dyzelinas,2017,165000,140,15800
449,"Volkswagen Passat, 1.9 l., universalas",Mechaninė,Dyzelinas,2000,324000,81,1150
450,"Volkswagen Passat, 1.6 l., universalas",Automatinė,Dyzelinas,2016-11,194000,88,9490
451,"Volkswagen Passat, 1.9 l., universalas",Mechaninė,Dyzelinas,2000-04,280000,66,1200
452,"Volkswagen Passat, 2.8 l., sedanas",Mechaninė,Benzinas,1998,180000,142,1250
453,"Volkswagen Passat, 2.0 l., universalas",Automatinė,Dyzelinas,2011-08,280000,103,7200
454,"Volkswagen Passat, 2.0 l., universalas",Mechaninė,Dyzelinas,2008-09,314589,103,3500
455,"Volkswagen Passat, 2.0 l., universalas",Automatinė,Dyzelinas,2009-09,2,125,3350
456,"Volkswagen Passat, 2.0 l., universalas",Automatinė,Dyzelinas,2006-12,322703,103,2350
457,"Volkswagen Passat, 2.0 l., universalas",Automatinė,Dyzelinas,2006-08,188000,103,2950
458,"Volkswagen Passat, 2.0 l., universalas",Mechaninė,Dyzelinas,2006-06,314500,103,2100
459,"Volkswagen Passat, 1.9 l., universalas",Mechaninė,Dyzelinas,2007-02,280946,77,2400
460,"Volkswagen Passat, 2.0 l., universalas",Mechaninė,Dyzelinas,2009-10,243000,81,3800
461,"Volkswagen Passat, 2.0 l., universalas",Automatinė,Dyzelinas,2005-12,346000,103,1399
462,"Volkswagen Passat, 1.9 l., sedanas",Mechaninė,Dyzelinas,1999-07,325000,81,900
463,"Volkswagen Passat, 1.8 l., universalas",Mechaninė,Benzinas,2009-09,218000,118,4100
464,"Volkswagen Passat, 2.0 l., universalas",Mechaninė,Dyzelinas,2012-10,181000,103,6700
465,"Volkswagen Passat, 2.0 l., sedanas",Mechaninė,Benzinas,2005-04,258000,110,2999
466,"Volkswagen Passat, 2.0 l., sedanas",Automatinė,Dyzelinas,2017-01,36595,110,18900
467,"Volkswagen Passat, 2.0 l., sedanas",Automatinė,Dyzelinas,2017-01,71943,110,18400
468,"Volkswagen Passat, 2.0 l., universalas",Automatinė,Dyzelinas,2015-04,130926,110,14600
469,"Volkswagen Passat, 2.0 l., sedanas",Automatinė,Dyzelinas,2007,330245,103,4700
470,"Volkswagen Passat, 1.6 l., universalas",Mechaninė,Dyzelinas,2016-04,160856,88,8400
471,"Volkswagen Passat, 1.9 l., sedanas",Mechaninė,Dyzelinas,1999-02,295000,66,550
472,"Volkswagen Passat, 2.0 l., sedanas",Automatinė,Dyzelinas,2005-11,305624,103,2300
473,"Volkswagen Passat, 2.0 l., sedanas",Automatinė,Dyzelinas,2016-05,123000,140,18800
474,"Volkswagen Passat, 2.0 l., universalas",Automatinė,Dyzelinas,2012-06,244000,102,7500
475,"Volkswagen Passat, 2.0 l., universalas",Automatinė,Dyzelinas,2012-08,191343,103,6600
476,"Volkswagen Passat, 1.8 l., universalas",Mechaninė,Benzinas,1999-01,263000,92,600
477,"Volkswagen Passat, 2.0 l., universalas",Mechaninė,Dyzelinas,2009-01,227000,103,3300
478,"Volkswagen Passat, 1.8 l., sedanas",Automatinė,Benzinas,2017-08,33500,132,14599
479,"Volkswagen Passat, 2.0 l., universalas",Automatinė,Dyzelinas,2010-03,359000,103,3200
480,"Volkswagen Passat, 2.0 l., universalas",Mechaninė,Dyzelinas,2006-01,180000,103,3500
481,"Volkswagen Passat, 1.4 l., sedanas",Automatinė,Benzinas,2016-02,199898,92,12400
482,"Volkswagen Passat, 1.6 l., universalas",Automatinė,Dyzelinas,2016-12,189000,88,10390
483,"Volkswagen Passat, 1.9 l., universalas",Mechaninė,Dyzelinas,2009,200000,77,3750
484,"Volkswagen Passat, 2.0 l., universalas",Mechaninė,Dyzelinas,2007,263788,103,3850
485,"Volkswagen Passat, 2.0 l., universalas",Automatinė,Dyzelinas,2011-07,245000,103,5900
486,"Volkswagen Passat, 2.0 l., universalas",Mechaninė,Dyzelinas,2008-12,258000,125,3750
487,"Volkswagen Passat, 1.6 l., universalas",Automatinė,Dyzelinas,2015-02,179000,88,9700
488,"Volkswagen Passat, 2.0 l., universalas",Mechaninė,Dyzelinas,2006-11,271000,103,2950
489,"Volkswagen Passat, 2.0 l., universalas",Automatinė,Dyzelinas,2012-07,234000,103,6999
490,"Volkswagen Passat, 2.0 l., universalas",Mechaninė,Dyzelinas,2009,250121,103,3000
491,"Volkswagen Passat, 1.9 l., universalas",Mechaninė,Dyzelinas,2008-07,274809,77,3450
492,"Volkswagen Passat, 2.0 l., universalas",Automatinė,Dyzelinas,2017-02,206571,110,12900
493,"Volkswagen Passat, 2.0 l., universalas",Automatinė,Dyzelinas,2008-05,351700,103,2700
494,"Volkswagen Passat, 2.0 l., universalas",Mechaninė,Dyzelinas,2008-05,238200,103,2890
495,"Volkswagen Passat, 2.0 l., universalas",Mechaninė,Dyzelinas,2006-10,213123,103,3199
496,"Volkswagen Passat, 2.0 l., universalas",Mechaninė,Dyzelinas,2007,205000,103,3100
497,"Volkswagen Passat, 1.9 l., sedanas",Mechaninė,Dyzelinas,2004-10,215752,74,1950
498,"Volkswagen Passat, 1.4 l., sedanas",Automatinė,Benzinas,2016-03,117932,110,14500
499,"Volkswagen Passat, 2.0 l., universalas",Mechaninė,Benzinas,2005-12,373700,110,2400
500,"Volkswagen Passat, 1.4 l., sedanas",Automatinė,Benzinas / elektra,2018-01,115000,160,22999
501,"Volkswagen Passat, 1.9 l., universalas",Mechaninė,Dyzelinas,2001-09,345638,74,1200
502,"Volkswagen Passat, 1.9 l., universalas",Mechaninė,Dyzelinas,1994,346000,66,570
503,"Volkswagen Passat, 1.6 l., universalas",Automatinė,Dyzelinas,2016-04,227845,88,10900
504,"Volkswagen Passat, 1.6 l., sedanas",Mechaninė,Benzinas / dujos,1998,300000,74,750
505,"Volkswagen Passat, 1.6 l., universalas",Automatinė,Dyzelinas,2017-09,179000,88,8990
506,"Volkswagen Passat, 2.0 l., universalas",Automatinė,Dyzelinas,2011-01,211000,103,7100
507,"Volkswagen Passat, 2.0 l., universalas",Mechaninė,Dyzelinas,2006-08,287000,103,2100
508,"Volkswagen Passat, 2.0 l., universalas",Mechaninė,Dyzelinas,2007-08,294000,125,2600
509,"Volkswagen Passat, 1.9 l., universalas",Mechaninė,Dyzelinas,2002-05,258000,74,900
510,"Volkswagen Passat, 2.0 l., universalas",Mechaninė,Benzinas,2001-05,166000,85,1650
511,"Volkswagen Passat, 1.9 l., universalas",Mechaninė,Dyzelinas,2006,264123,77,3199
512,"Volkswagen Passat, 2.0 l., universalas",Automatinė,Dyzelinas,2013-08,221000,103,6699
513,"Volkswagen Passat, 2.0 l., universalas",Automatinė,Dyzelinas,2015-11,192121,110,10900
514,"Volkswagen Passat, 1.6 l., sedanas",Mechaninė,Dyzelinas,2017-04,191200,88,10200
515,"Volkswagen Passat, 1.4 l., universalas",Automatinė,Benzinas / elektra,2016-08,157855,115,19750
516,"Volkswagen Passat, 1.9 l., universalas",Mechaninė,Dyzelinas,2008-09,287915,77,3100
517,"Volkswagen Passat, 1.8 l., sedanas",Automatinė,Benzinas,2016-05,63936,132,15900
518,"Volkswagen Passat, 2.0 l., universalas",Automatinė,Dyzelinas,2010-11,254900,125,3200
519,"Volkswagen Passat, 2.0 l., universalas",Mechaninė,Dyzelinas,2007-12,239713,103,3400
520,"Volkswagen Passat, 1.6 l., universalas",Mechaninė,Dyzelinas,2015-08,190339,88,9100
521,"Volkswagen Passat, 1.9 l., universalas",Mechaninė,Dyzelinas,2008-08,180598,77,2799
522,"Volkswagen Passat, 1.6 l., universalas",Mechaninė,Benzinas,1996-09,245000,74,1050
523,"Volkswagen Passat, 2.0 l., universalas",Automatinė,Dyzelinas,2017-10,98117,110,15600
524,"Volkswagen Passat, 1.8 l., universalas",Mechaninė,Benzinas,2008-06,186000,118,4750
525,"Volkswagen Passat, 2.0 l., universalas",Automatinė,Dyzelinas,2017-02,191548,176,14999
526,"Volkswagen Passat, 1.6 l., universalas",Automatinė,Dyzelinas,2016-04,178000,88,10400
527,"Volkswagen Passat, 2.0 l., sedanas",Automatinė,Dyzelinas,2006-08,353000,103,2000
528,"Volkswagen Passat, 2.0 l., universalas",Automatinė,Dyzelinas,2016-05,180000,110,13999
529,"Volkswagen Passat, 2.0 l., universalas",Automatinė,Dyzelinas,2015-08,221000,110,11000
530,"Volkswagen Passat, 1.4 l., sedanas",Mechaninė,Benzinas,2015-08,71697,92,11900
531,"Volkswagen Passat, 2.0 l., universalas",Automatinė,Dyzelinas,2017-02,156734,110,15900
532,"Volkswagen Passat, 1.4 l., sedanas",Automatinė,Benzinas,2014-06,148000,118,8600
533,"Volkswagen Passat, 2.0 l., universalas",Automatinė,Dyzelinas,2017-04,126936,110,18600
534,"Volkswagen Passat, 2.0 l., universalas",Automatinė,Dyzelinas,2017-04,159992,110,15800
535,"Volkswagen Passat, 1.4 l., sedanas",Automatinė,Benzinas,2015-04,128332,92,12900
536,"Volkswagen Passat, 1.6 l., universalas",Mechaninė,Dyzelinas,2015-10,161268,88,10700
537,"Volkswagen Passat, 2.0 l., universalas",Mechaninė,Dyzelinas,2011-09,257000,103,7650
538,"Volkswagen Passat, 1.9 l., universalas",Mechaninė,Dyzelinas,2005-05,259483,96,2950
539,"Volkswagen Passat, 2.0 l., universalas",Automatinė,Dyzelinas,2008-10,231000,103,3899
540,"Volkswagen Passat, 2.0 l., universalas",Mechaninė,Dyzelinas,2004-08,203000,100,2200
541,"Volkswagen Passat, 2.0 l., universalas",Mechaninė,Dyzelinas,2013-07,282207,103,7999
542,"Volkswagen Passat, 1.6 l., universalas",Automatinė,Dyzelinas,2016-09,234001,88,11000
543,"Volkswagen Passat, 2.0 l., sedanas",Mechaninė,Benzinas,2006-07,240000,110,2350
544,"Volkswagen Passat, 2.0 l., universalas",Automatinė,Dyzelinas,2017-01,181990,140,14900
